id,dataSet,indicator,periodType,periodFrom,periodTo,operatorKey,tsoEicCode,operatorLabel,pointKey,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,interruptionType,restorationInformation,capacityType,capacityBookingStatus,isCamRelevant,isNA,originalPeriodFrom,isCmpRelevant,bookingPlatformKey,bookingPlatformLabel,bookingPlatformURL,interruptionCalculationRemark,isArchived
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001FNC-00006exitkWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",FNC-00006,"Thermal Plants (IT)",21Y0000000000549,exit,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity information per point are available at www.snamretegas.it at the following path: Business & Services/Thermal year/Transportation capacity.",,428664747,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00049entrykWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00049,"Gorizia (IT) /Šempeter (SI)",21Z000000000044Z,entry,kWh/d,,,0,"2021-07-14 12:31",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00136exitkWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00136,"Griespass (CH) / Passo Gries (IT)",21Z0000000002107,exit,kWh/d,,,0,"2021-07-14 12:31",,Confirmed,,,,,,,,,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00288exitkWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00288,"SRG Delivery to other transmission networks",21Y0000000000557,exit,kWh/d,"According to Annex 1 Chapter 3 of Regulation CE n. 715/2009, physical flow data are published in aggregate. Capacity booking at these points is not foreseen by the regulatory framework.",,28554130,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001UGS-00008entrykWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",UGS-00008,"UGS - IT - Snam Rete Gas/STOGIT",21Z000000000274I,entry,kWh/d,,,0,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001UGS-00023exitkWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",UGS-00023,"UGS - IT - Snam Rete Gas/Edison",21Z000000000273K,exit,kWh/d,,,72109305,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00008entrykWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00008,"Melendugno - IT / TAP",21Z000000000474A,entry,kWh/d,,,252110566,"2021-07-14 12:31",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00040exitkWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00040,"Tarvisio (IT) / Arnoldstein (AT)",21Z000000000004A,exit,kWh/d,,,0,"2021-07-14 12:31",,Confirmed,,,,,1,,,1,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00093entrykWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00093,"Mazara del Vallo",21Z000000000080V,entry,kWh/d,,,647079331,"2021-07-14 12:31",,Confirmed,,,,,,,,,PRISMA,,https://platform.prisma-capacity.eu/,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001ITP-00278exitkWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",ITP-00278,Bizzarone,21Z000000000277C,exit,kWh/d,,,3356847,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001LNG-00019entrykWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",LNG-00019,Panigaglia,21Z0000000000430,entry,kWh/d,,,40966238,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
"1Physical Flowday2021-05-012021-05-02IT-TSO-0001UGS-00023entrykWh/d",1,"Physical Flow",day,"2021-05-01 06:00","2021-05-02 06:00",IT-TSO-0001,21X-IT-A-A0A0A-7,"Snam Rete Gas",UGS-00023,"UGS - IT - Snam Rete Gas/Edison",21Z000000000273K,entry,kWh/d,,,0,"2021-07-14 12:31",,Confirmed,,,,,,,,,,,,,
